iter	Logloss
588	0.4996028796
589	0.4995689162
590	0.4995467367
591	0.4994949387
592	0.4994530058
593	0.4994279107
594	0.4993981191
595	0.4993657518
596	0.4993057712
597	0.4992654691
598	0.4992204879
599	0.4991873369
600	0.4991536904
601	0.4991221471
602	0.4990953751
603	0.4990608238
604	0.499029246
605	0.4990060063
606	0.4989737197
607	0.4989236734
608	0.4988942218
609	0.4988570602
610	0.4988255515
611	0.4987847366
612	0.4987595665
613	0.4987113641
614	0.4986715461
615	0.4986321314
616	0.4985818085
617	0.4985457533
618	0.4985161922
619	0.4984650972
620	0.4984338075
621	0.498385294
622	0.4983365039
623	0.4983035142
624	0.4982809603
625	0.4982508691
626	0.4982141282
627	0.4981801013
628	0.4981321064
629	0.4980961146
630	0.4980815127
631	0.4980383582
632	0.4980007126
633	0.4979487992
634	0.4979013115
635	0.4978558981
636	0.4978179816
637	0.4977861502
638	0.4977554656
639	0.4977115389
640	0.4976886277
641	0.4976555977
642	0.4976199516
643	0.4975710808
644	0.497543018
645	0.4975094176
646	0.4974815853
647	0.4974656235
648	0.4974414445
649	0.4974216046
650	0.4973875374
651	0.4973413116
652	0.4973030148
653	0.4972684405
654	0.497251937
655	0.4972187169
656	0.4971809675
657	0.4971453791
658	0.4971128562
659	0.4970852947
660	0.4970641122
661	0.4970267662
662	0.4969916445
663	0.4969687793
664	0.4969382387
665	0.4969062229
666	0.496883473
667	0.4968408026
668	0.4968065682
669	0.4967819168
670	0.4967319108
671	0.4966975785
672	0.4966593221
673	0.4966285452
674	0.4965884621
675	0.4965616785
676	0.4965134819
677	0.4964829528
678	0.4964573391
679	0.4964121447
680	0.4963834595
681	0.4963524752
682	0.4963173881
683	0.4962801227
684	0.4962545435
685	0.4962256797
686	0.4961875155
687	0.4961508206
688	0.4961181767
689	0.4960962048
690	0.4960501864
691	0.4960078214
692	0.495976036
693	0.4959428102
694	0.495925886
695	0.4959032917
696	0.4958638886
697	0.4958389893
698	0.4958158937
699	0.4957714023
700	0.4957243698
701	0.4956983295
702	0.4956728886
703	0.495634419
704	0.4956033136
705	0.4955590758
706	0.495519471
707	0.4954854959
708	0.4954456664
709	0.4954150623
710	0.495389875
711	0.495358712
712	0.4953312773
713	0.4953048337
714	0.4952609762
715	0.4952230194
716	0.4952105727
717	0.4951715152
718	0.4951489843
719	0.4951272083
720	0.4950768105
721	0.4950502862
722	0.495007149
723	0.494955933
724	0.4949176592
725	0.4949014439
726	0.4948524752
727	0.4948152502
728	0.4947588365
729	0.4946939808
730	0.4946504057
731	0.494614483
732	0.494583418
733	0.4945311186
734	0.4944796836
735	0.4944479501
736	0.4944116644
737	0.4943858951
738	0.4943499954
739	0.4943158648
740	0.4942656918
741	0.4942407291
742	0.494214153
743	0.4941831053
744	0.4941500177
745	0.4941213441
746	0.494084995
747	0.4940482367
748	0.4940130228
749	0.4939728936
750	0.4939395524
751	0.4939000916
752	0.4938646703
753	0.4938266673
754	0.4937731002
755	0.493737725
756	0.4936985408
757	0.4936587515
758	0.4936232495
759	0.4936145656
760	0.4935896894
761	0.4935636953
762	0.4935142771
763	0.4934885711
764	0.493452487
765	0.4934197279
766	0.493390092
767	0.493349738
768	0.493315982
769	0.4932751843
770	0.4932526073
771	0.4932414225
772	0.4932115445
773	0.493183741
774	0.4931580811
775	0.4931253508
776	0.4931046178
777	0.493086328
778	0.4930545023
779	0.4930161652
780	0.4929835271
781	0.4929539142
782	0.4929171214
783	0.4928936627
784	0.4928681699
785	0.4928393292
786	0.4928104251
787	0.4927833361
788	0.4927519138
789	0.4927097563
790	0.4926833876
791	0.492649257
792	0.492623551
793	0.4926039013
794	0.4925769045
795	0.4925382159
796	0.4925122506
797	0.4924849542
798	0.4924480346
799	0.4924244549
800	0.4923964325
801	0.4923516933
802	0.4923304301
803	0.4923030012
804	0.4922706454
805	0.4922300379
806	0.4921863821
807	0.4921531101
808	0.4921220854
809	0.4920980217
810	0.4920659022
811	0.4920455207
812	0.4920156773
813	0.4919836672
814	0.4919594307
815	0.4919301866
816	0.4918962173
817	0.4918539099
818	0.4918279446
819	0.4917914053
820	0.4917734267
821	0.4917471675
822	0.4917171743
823	0.4916855619
824	0.4916444127
825	0.4916109333
826	0.4915733107
827	0.4915425684
828	0.4915269005
829	0.4915045943
830	0.4914654677
831	0.4914326336
832	0.4913974197
833	0.4913624997
834	0.4913238341
835	0.4912975058
836	0.4912552156
837	0.4912337508
838	0.4912237012
839	0.4911876171
840	0.4911544662
841	0.4911242079
842	0.4911106605
843	0.4910751873
844	0.4910567073
845	0.4910165781
846	0.4909880658
847	0.4909486857
848	0.490908689
849	0.4908844179
850	0.4908588905
851	0.4908270879
852	0.4907865034
853	0.4907649464
854	0.4907436774
855	0.4907280671
856	0.4906910438
857	0.4906529775
858	0.4906221027
859	0.4905866294
860	0.4905477103
861	0.4905195784
862	0.4904867616
863	0.4904500264
864	0.4904132509
865	0.4903971911
866	0.4903764811
867	0.4903487986
868	0.4903303417
869	0.4902933587
870	0.4902695659
871	0.4902413244
872	0.4902083406
873	0.4901843287
874	0.4901522149
875	0.4901180671
876	0.4900950694
877	0.4900470342
878	0.4900139754
879	0.4899764508
880	0.4899419571
881	0.4899176341
882	0.4898854685
883	0.4898528073
884	0.4898183425
885	0.4897898994
886	0.4897704917
887	0.4897503867
888	0.489713421
889	0.489686188
890	0.4896628158
891	0.4896301777
892	0.4896008241
893	0.4895687103
894	0.4895607813
895	0.4895225421
896	0.489475838
897	0.489440941
898	0.4894152638
899	0.4893934071
900	0.4893652521
901	0.4893252727
902	0.4892796346
903	0.4892443804
904	0.4892270587
905	0.4892001656
906	0.4891714113
907	0.4891473015
908	0.4891168358
909	0.4890963794
910	0.4890628999
911	0.4890280663
912	0.488997929
913	0.4889857992
914	0.4889603525
915	0.4889238306
916	0.4888959291
917	0.4888712546
918	0.4888440446
919	0.4888190128
920	0.4887842599
921	0.4887598793
922	0.4887276099
923	0.4886922347
924	0.4886722277
925	0.4886371175
926	0.4886134283
927	0.4885922458
928	0.4885695881
929	0.4885487744
930	0.4885179111
931	0.488478554
932	0.4884529287
933	0.48843597
934	0.4883997361
935	0.4883671556
936	0.4883406083
937	0.488315346
938	0.4882857101
939	0.4882557457
940	0.4882218917
941	0.488203089
942	0.4881747496
943	0.4881465024
944	0.4881005013
945	0.4880761668
946	0.488054483
947	0.4880261781
948	0.4879783504
949	0.4879531054
950	0.4879193608
951	0.4878942369
952	0.4878480283
953	0.4878219823
954	0.4877804759
955	0.487750742
956	0.4877185649
957	0.4876808558
958	0.4876628426
959	0.4876301353
960	0.4876002977
961	0.4875716529
962	0.487534451
963	0.4874912273
964	0.4874711685
965	0.4874337994
966	0.4874134928
967	0.4873825488
968	0.4873546243
969	0.4873207357
970	0.4872925001
971	0.4872747923
972	0.4872409671
973	0.4872049983
974	0.4871823809
975	0.4871515003
976	0.4871265953
977	0.4870974434
978	0.487089013
979	0.4870483537
980	0.4870269637
981	0.4869962099
982	0.4869573196
983	0.4869303113
984	0.4869069967
985	0.4868599699
986	0.4868241221
987	0.4867956386
988	0.4867712465
989	0.4867379111
990	0.4867103784
991	0.4866638875
992	0.4866259019
993	0.4866089029
994	0.4865781433
995	0.4865510255
996	0.4865206808
997	0.4865010829
998	0.4864782351
999	0.4864540388
666977
